hash_function	X	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12
hash_string_0	27546 680.221 4449.22 30793.5 25791.1 29520.4 160920 2727.38 4935.09 114248 854.872 2629.35 32504.9	
hash_string_1	30638 1431.39 3555.21 29355.3 840660 875613 2.47156e+06 5785.04 5241.56 47028.2 898.005 5475.38 34228.1	
hash_string_2	31036 1308.22 4405.53 30981.6 1351.32 5958.86 46307.5 1398.32 5634.27 45421.2 1136.57 4217.76 34035.7	
hash_string_3	28978 2523.55 3389.35 37516.8 3028.47 7015.03 46608.3 1256.22 31302.1 48387.5 1034.27 5652.3 32535.9
