hash_string_mine	1.45823e-08	3.799375E-8	5.69396e-08	7.918765E-8	1.18189e-07
hash_string_1	6.82197e-09	2.1282025E-8	2.893045E-8	4.1710425E-8	7.53547e-08
hash_string_2	5.67505e-09	2.0146625E-8	2.70345E-8	3.9785325E-8	7.01796e-08
hash_string_3	6.70281e-09	2.115195E-8	2.913635E-8	4.301825E-8	7.47711e-08
